uid, mimetype, format, format_version, valid, wellformed, creating_application_name, created, size, checksum_md5, lastmodified_fs, puid, lastmodified, linebreak, charset, byteorder, compression_scheme, image_width, image_height, colorspace, YCbCrSubSampling, sampling_frequency_unit, sampling_frequency_x, sampling_frequency_y, bitspersample, samplesperpixel, lightsource, icc_profile_name, orientation, scanner_softwarename, icc_profile_version, bit_rate, samplerate, channels, title, creating_os, message, markupbasis, YCbCrPositioning, digitalcamera_modelname, fnumber, exposure_time, isospeedrating, flash, focallength, digitalcamera_manufacturer, exif_version, shutterspeedvalue, aperture_value, pagecount, is_tagged, has_outline, has_annotations, is_rightsmanaged, is_protected, has_forms, author, language, duration, frameRate, audioSampleRate, encoding, markupBasisVersion, referenceBlackWhite, audio_dataencoding, bit_depth, rotation, subject, brightness, exposure_biasvalue, meteringmode, exposure_program, aperture_value_max, sensingmethod, gpsVersionID, numsamples, block_align, wordsize, offset, YCbCrCoefficients, whitePointXValue, whitePointYValue, subjectDistance, exposureIndex, capturedevice, brightnessvalue, creating_application_version, wordcount, charactercount, gpsLatitude, gpsLongitude, gpsAltitudeRef, gpsAltitude, gpsTimeStamp, gpsMeasureMode, gpsDOP, gpsSpeed, gpsTrack, gpsImgDirection, gpsDestLatitude, gpsDestLongitude, gpsDestBearing, gpsDestDistance, markupLanguage, scanner_manufacturer, scanner_modelname, location, mimeType, formatProfile, dateModified, videoDataEncoding, codecId, codecCC, codecVersion, codecName, codecFamily, codecInfo, compression, delay, trackSize, width, height, frameCount, aspectRatio, scanningFormat, chromaSubsampling, bitRateMode, samplingRate, tablecount, graphicsCount, dateCreated, frameRateMode, soundField, inhibitortype, milliseconds, gpsDateStamp, software, 
/home/asztrik/Documents/TUW/2DP/3/spacesound/jupiter.mp3.wav, audio/x-wave, Waveform Audio, , true, true, , , 172506, 2cb92702948d3db90d789addb2771adf, Thu Jun 09 22:27:47 CEST 2016, fmt/141, Thu Jun 09 22:27:47 CEST 2016, , , LITTLE_ENDIAN, , , , , , , , , , , , , , , , , 22050, 1, , , , , , , , , , , , , , , , , , , , , , , , , 7.82 s, , , , , , CONFLICT, 8, , , , , , , , , , 172428, 1, 1, 78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Lavf56.40.101, 
/home/asztrik/Documents/TUW/2DP/3/strace.log.7199_packageDependencies, inode/x-empty, empty, , , , , , 0, d41d8cd98f00b204e9800998ecf8427e, Thu Jun 09 23:24:30 CEST 2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.5614_exec, text/plain, Plain text, , true, true, , , 186, 891e037afe7b770923a88978d8dadce1, Thu Jun 09 23:24:30 CEST 2016, , , LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/csv/rain.csv, CONFLICT, CONFLICT, , , , , , 603910866, 567ddd978781c2e35e242f711105e316, Thu Jun 09 22:57:27 CEST 2016, x-fmt/18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/csv/interstellar.csv, CONFLICT, CONFLICT, , , , , , 5709571, df206084665166e3f79ab50245d5126c, Thu Jun 09 22:47:00 CEST 2016, x-fmt/18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.7199_proc, inode/x-empty, empty, , , , , , 0, d41d8cd98f00b204e9800998ecf8427e, Thu Jun 09 23:24:30 CEST 2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/jupiter.mp3, audio/mpeg, MPEG 1/2 Audio Layer 3, 2.5, , , , , 128730, ae19069ecf39c428b2e051a2fe988706, Wed May 25 21:39:24 CEST 2016, , Wed May 25 21:39:24 CEST 2016, , , , , , , , , , , , , , , , , , , CONFLICT, 11025, CONFLICT, , , , , , , , , , , , , , , , , , , , , , , , , 0:0:8:33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8033, , , 
/home/asztrik/Documents/TUW/2DP/3/csv/static.csv, CONFLICT, CONFLICT, , , , , , 13521680, 00a12459ed415b95b5984e2207d1fd75, Thu Jun 09 23:09:36 CEST 2016, x-fmt/18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.7199_res, text/plain, Plain text, , true, true, , , 45, 8313426691e018d26dcdf5eff82d1fd2, Thu Jun 09 23:24:30 CEST 2016, , , LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/static/static.mp3.wav, audio/x-wave, Waveform Audio, , true, true, , , 356094, e378684c554c1e7e21c9fc12ab24d320, Thu Jun 09 22:48:28 CEST 2016, fmt/141, Thu Jun 09 22:48:28 CEST 2016, , , LITTLE_ENDIAN, , , , , , , , , , , , , , , , , 22050, 2, , , , , , , , , , , , , , , , , , , , , , , , , 8.07 s, , , , , , CONFLICT, 8, , , , , , , , , , 178008, 2, 1, 78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Lavf56.40.101, 
/home/asztrik/Documents/TUW/2DP/3/networkSettings, inode/x-empty, empty, , , , , , 0, d41d8cd98f00b204e9800998ecf8427e, Thu Jun 09 23:24:30 CEST 2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/earth2.mp3, audio/mpeg, MPEG 1/2 Audio Layer 3, 1, , , , , 26381493, 4e689a41f4b1ca3dd3ded1bbb84ced48, Mon Mar 02 17:01:01 CET 2015, fmt/134, Mon Mar 02 17:01:01 CET 2015, , , , , , , , , , , , , , , , , , , CONFLICT, 48000, 2, , , , , , , , , , , , , , , , , , , , , , , , , 1:49:55:324, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6595324, , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/saturn4.mp3, audio/mpeg, MPEG 1/2 Audio Layer 3, 1, , , , , 23687421, 2b575042001dcd8c303a41e38464b8a8, Tue Oct 28 11:32:10 CET 2014, fmt/134, Tue Oct 28 11:32:10 CET 2014, , , , , , , , , , , , , , , , , , , CONFLICT, 48000, 2, , , , , , , , , , , , , , , , , , , , , , , , , 1:38:41:806, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5921806, , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.7199_res_symlinks, text/plain, Plain text, , true, true, , , 45, 8313426691e018d26dcdf5eff82d1fd2, Thu Jun 09 23:24:30 CEST 2016, , , LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/uranus.mp3, audio/mpeg, MPEG 1/2 Audio Layer 3, 1, , , , , 21442941, 1ca8e2516e0ffa765a871229a8d20367, Fri Mar 06 20:43:57 CET 2015, fmt/134, Fri Mar 06 20:43:57 CET 2015, , , , , , , , , , , , , , , , , , , CONFLICT, 48000, 2, , , , , , , , , , , , , , , , , , , , , , , , , 1:29:20:686, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5360686, , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/vger.mp3, audio/mpeg, MPEG 1/2 Audio Layer 3, 1, , , , Tue Dec 16 09:48:09 CET 2014, 608740, 8b9dc3ad375a914b5e3d5c13f68d81ad, Wed May 25 21:35:59 CEST 2016, fmt/134, Wed May 25 21:35:59 CEST 2016, , , , , , , , , , , , , , , , , , , CONFLICT, 44100, 2, , , , , , , , , , , , , , , , , , , , , , , , , 0:0:19:17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 19017, , , 
/home/asztrik/Documents/TUW/2DP/3/static/rain.mp3.dat, text/plain, Plain text, , true, true, , , 1032925955, 21d4295803acf9c8869e2bce7cb84e58, Thu Jun 09 22:49:48 CEST 2016, , , CR/LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/vger.mp3.dat, text/plain, Plain text, , true, true, , , 21026339, 19b3c7ceffcd6063c642bd68bcee6b13, Thu Jun 09 22:47:38 CEST 2016, , , CR/LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/systemSettings, inode/x-empty, empty, , , , , , 0, d41d8cd98f00b204e9800998ecf8427e, Thu Jun 09 23:24:30 CEST 2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/saturn.mp3.wav, audio/x-wave, Waveform Audio, , true, true, , , 424196, 3f464f3aef7129b7bda35948871db1fd, Thu Jun 09 22:31:51 CEST 2016, fmt/141, Thu Jun 09 22:31:51 CEST 2016, , , LITTLE_ENDIAN, , , , , , , , , , , , , , , , , 22050, 1, , , , , , , , , , , , , , , , , , , , , , , , , 19.24 s, , , , , , CONFLICT, 8, , , , , , , , , , 424096, 1, 1, 100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Lavf56.40.101, 
/home/asztrik/Documents/TUW/2DP/3/runner.sh, CONFLICT, CONFLICT, , true, true, , , 455, 4d065989e66c6d59a520f90ef2e9af2c, Thu May 26 00:39:43 CEST 2016, , Thu May 26 00:39:43 CEST 2016, LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.5614_files_raw, text/plain, Plain text, , true, true, , , 43, 2b7f3246ee30d878d5466c7fe9b0fff4, Thu Jun 09 23:24:30 CEST 2016, , , LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.7199_exec, text/plain, Plain text, , true, true, , , 93, 37bc986c3d136ea8542ab7dae295b517, Thu Jun 09 23:24:30 CEST 2016, , , LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/enceladus.mp3.dat, text/plain, Plain text, , true, true, , , 8478575, 58dd2859308ca078e2c58a4c2dac2990, Thu Jun 09 22:28:51 CEST 2016, , , CR/LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.7199_files, text/plain, Plain text, , true, true, , , 48, 4204014c814d525f7142f0ab7bf3c9a6, Thu Jun 09 23:24:30 CEST 2016, , , LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/environmentVars, text/plain, Plain text, , true, true, , , 4520, 7d40790fd8207be84ac42a7e4c6dc0aa, Thu Jun 09 23:24:30 CEST 2016, , , LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/result.ods, application/vnd.oasis.opendocument.spreadsheet, OpenDocument Spreadsheet, 1.1, , , , , 7149419, deb164de6970af444147d041343b86ad, Thu Jun 09 23:23:27 CEST 2016, fmt/294, CONFLICT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , false, false, , asztrik, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.5614_packageDependencies, inode/x-empty, empty, , , , , , 0, d41d8cd98f00b204e9800998ecf8427e, Thu Jun 09 23:24:30 CEST 2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/enceladus.mp3.wav, audio/x-wave, Waveform Audio, , true, true, , , 235594, 965d4b8c5e619b6defa48ebc7d2cfad1, Thu Jun 09 22:28:51 CEST 2016, fmt/141, Thu Jun 09 22:28:51 CEST 2016, , , LITTLE_ENDIAN, , , , , , , , , , , , , , , , , 22050, 1, , , , , , , , , , , , , , , , , , , , , , , , , 10.68 s, , , , , , CONFLICT, 8, , , , , , , , , , 235515, 1, 1, 78, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Lavf56.40.101, 
/home/asztrik/Documents/TUW/2DP/3/spacesound/saturn2.mp3.dat, text/plain, Plain text, , true, true, , , 10299599, b6b41d0faa858b02ecea608682c5a26a, Thu Jun 09 22:30:01 CEST 2016, , , CR/LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.7199_packages, inode/x-empty, empty, , , , , , 0, d41d8cd98f00b204e9800998ecf8427e, Thu Jun 09 23:24:30 CEST 2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/static/static.mp3.dat, text/plain, Plain text, , true, true, , , 9256451, 23b817276770cb9440697794114ddc44, Thu Jun 09 22:48:28 CEST 2016, , , CR/LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/csv/saturn.csv, CONFLICT, CONFLICT, , , , , , 9043256, f3f59aec4d5c1e6f8da4a3977245591a, Thu Jun 09 22:31:58 CEST 2016, x-fmt/18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.5614_packages, inode/x-empty, empty, , , , , , 0, d41d8cd98f00b204e9800998ecf8427e, Thu Jun 09 23:24:30 CEST 2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.5614_associatedFiles, inode/x-empty, empty, , , , , , 0, d41d8cd98f00b204e9800998ecf8427e, Thu Jun 09 23:24:30 CEST 2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.7199_associatedFiles, inode/x-empty, empty, , , , , , 0, d41d8cd98f00b204e9800998ecf8427e, Thu Jun 09 23:24:30 CEST 2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/uranus2.mp3, audio/mpeg, MPEG 1/2 Audio Layer 3, 1, , , , , 29268237, c38eb8be827060eb9ad960578dd6f539, Sun Mar 08 03:38:01 CET 2015, fmt/134, Sun Mar 08 03:38:01 CET 2015, , , , , , , , , , , , , , , , , , , CONFLICT, 48000, 2, , , , , , , , , , , , , , , , , , , , , , , , , 2:1:57:10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7317010, , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/sun.mp3, audio/mpeg, MPEG 1/2 Audio Layer 3, 1, , , , , 9344672, 6d2c956ce92888dbd19277c1a1185bd4, Sat Apr 04 06:02:01 CEST 2015, fmt/134, Sat Apr 04 06:02:01 CEST 2015, , , , , , , , , , , , , , , , , , , CONFLICT, 44100, 2, , , , , , , , , , , , , , , , , , , , , , , , , 0:12:58:706, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 778706, , , 
/home/asztrik/Documents/TUW/2DP/3/DPExcercise3.pdf, application/pdf, PDF/A, 1a, true, true, CONFLICT, Thu May 19 13:21:58 CEST 2016, 1006175, fecf7fd2c8c762a1a1a15e4c7f64314a, Fri Jun 03 01:01:30 CEST 2016, fmt/95, CONFLICT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9, true, false, true, , , , Tomasz Miksa, en-GB, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/process.owl, text/xml, Extensible Markup Language, 1.0, false, true, , , 15795, dbef96cc26ddb87719bf376cc3ab9412, Thu Jun 09 23:24:40 CEST 2016, fmt/101, Thu Jun 09 23:24:40 CEST 2016, , UTF-8, , , , , , , , , , , , , , , , , , , , , , cvc-elt.1: Cannot find the declaration of element 'rdf:RDF'. Line = 9 Column = 61, CONFLICT, , , , , , , , , , , , , , , , , , , , , , , , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.5614_res_symlinks, text/plain, Plain text, , true, true, , , 45, 8313426691e018d26dcdf5eff82d1fd2, Thu Jun 09 23:24:30 CEST 2016, , , LF, US-ASCII, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/strace.log.7199_files_cfg, inode/x-empty, empty, , , , , , 0, d41d8cd98f00b204e9800998ecf8427e, Thu Jun 09 23:24:30 CEST 2016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
/home/asztrik/Documents/TUW/2DP/3/spacesound/neptun.mp3, audio/mpeg, MPEG 1/2 Audio Layer 3, 1, , , , , 22297000, 9166f3b71dd5e8ca193a82c812b420ac, Wed Jun 18 04:26:13 CEST 2014, fmt/134, Wed Jun 18 04:26:13 CEST 2014, , , , , , , , , , , , , , , , , , , CONFLICT, 44100, 2, , , , , , , , , , , , , , , , , , , , , , , , , 1:32:54:201, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5574201, , , 
